#{"t_start": 1653892035.9568565, "env_id": "PointToRandomPoint-v0"}
r,l,t
-7055.582902,8001,9676.14586
-5433.953729,8001,9712.836565
-5909.377037,8001,9749.198218
-5947.014162,8001,9785.989837
-4419.71941,8001,9822.997662
-7600.752477,8001,9859.959118
-9727.041874,8001,9890.671966
-4147.311511,8001,9926.764934
-8691.240742,8001,9963.754401
-9673.716397,8001,10001.83053
-7153.800493,8001,10039.068819
-6521.27248,8001,10075.105629
-5204.671559,8001,10112.195994
-7902.129254,8001,10150.419114
-10258.549233,8001,10186.946151
-8656.138259,8001,10223.773111
-10083.989688,8001,10261.333816
-7051.984961,8001,10292.438568
-5488.33962,8001,10330.76393
-3293.20992,8001,10367.692009
-5639.781834,8001,10405.051201
-5073.775023,8001,10442.526818
-9360.039776,8001,10481.401795
-6992.039596,8001,10518.720653
-5920.846575,8001,10555.858253
-3629.002921,8001,10593.147504
-10104.840909,8001,10632.805782
-6765.58401,8001,10664.181538
-6046.419329,8001,10703.48657
-6548.930037,8001,10741.142684
-3907.883386,8001,10779.065388
-9172.65789,8001,10816.852393
-3637.838672,8001,10854.221006
-5216.988931,8001,10892.134497
-10244.479563,8001,10930.918583
-2453.672684,8001,10967.395525
-6459.766433,8001,11004.859796
-5679.622852,8001,11041.996467
-8417.245297,8001,11073.309398
-5748.198871,8001,11111.652192
-3086.023819,8001,11148.117668
-7841.268303,8001,11185.458585
-5424.29678,8001,11222.91491
-2162.565725,8001,11262.072066
-4591.27447,8001,11297.613519
-8791.612493,8001,11334.935368
-7945.439149,8001,11372.496434
-5454.920105,8001,11411.300613
-8871.032213,8001,11446.477438
-3806.057688,8001,11477.718868
-5814.830728,8001,11514.9439
-8916.590169,8001,11553.35847
-4453.607725,8001,11594.799582
-7983.740566,8001,11637.245452
-6433.908937,8001,11696.807463
-7926.347671,8001,11733.291769
-5066.515189,8001,11771.415415
-4452.444248,8001,11806.453308
-1619.295716,8001,11841.844852
-7085.20989,8001,11876.358805
-4665.956421,8001,11906.255031
-4169.975561,8001,11941.536513
-4485.263524,8001,11975.632029
-5330.431115,8001,12011.174301
-5163.186398,8001,12046.720489
-6648.740751,8001,12081.889356
-6195.97687,8001,12115.961125
-9306.254769,8001,12150.903095
-8975.727205,8001,12185.418386
-4056.678277,8001,12221.391954
-4158.780259,8001,12250.95803
-10793.407185,8001,12287.24114
-8961.164859,8001,12321.912075
-8721.30292,8001,12357.20186
-10983.843554,8001,12392.925923
-8239.654232,8001,12428.64311
-6504.601785,8001,12464.542041
-5615.748979,8001,12500.17966
-8792.738779,8001,12536.098983
-7378.604095,8001,12572.962965
-6720.449539,8001,12609.564306
-8369.442311,8001,12640.851354
-4226.503742,8001,12677.203727
-12227.107938,8001,12713.571767
-11579.010774,8001,12748.949607
-3587.630239,8001,12785.044012
-8566.597923,8001,12822.676015
-10437.334148,8001,12858.208191
-9750.239389,8001,12894.038663
-8372.184303,8001,12931.064777
-10737.084655,8001,12966.709331
-7091.748032,8001,13004.001499
-7217.183614,8001,13034.564454
-8894.376488,8001,13070.43046
-5821.618263,8001,13107.586221
-5705.841615,8001,13143.896918
-7941.493644,8001,13180.221776
-7771.987542,8001,13217.711656
-8207.392112,8001,13254.509373
-5498.871797,8001,13290.775265
-6247.70737,8001,13326.450814
-5829.528486,8001,13364.565611
-4418.353241,8001,13394.977157
-8497.98212,8001,13432.779086
-10060.718059,8001,13468.84919
-9825.994935,8001,13506.365379
-10682.415634,8001,13545.028615
-11496.234652,8001,13581.505554
-4008.959311,8001,13619.42069
-5109.49699,8001,13658.396628
-6934.923127,8001,13697.171139
-9519.138131,8001,13734.736883
-7039.032612,8001,13772.868985
-3644.56934,8001,13804.528051
-8402.260312,8001,13843.842037
-4733.774029,8001,13881.60174
-5275.241025,8001,13919.845146
-6527.077282,8001,13957.968981
-3244.796806,8001,13998.003443
-3552.73039,8001,14036.410946
-8167.565825,8001,14074.874137
-3356.039248,8001,14114.344309
-6122.030199,8001,14153.343713
-12615.845036,8001,14193.509288
-4479.992013,8001,14225.682855
-7036.261931,8001,14265.574807
-6444.615376,8001,14303.620208
-7273.949377,8001,14342.109874
-7785.798309,8001,14391.254047
-9113.551515,8001,14436.565331
-5789.751048,8001,14477.753665
-7866.280896,8001,14516.423427
-2837.716037,8001,14555.237821
-3214.925439,8001,14595.219797
-4584.016392,8001,14633.60243
-4680.002768,8001,14665.800448
-8807.014099,8001,14703.363273
-7013.881002,8001,14741.422258
-3212.983896,8001,14781.252701
-5259.886094,8001,14819.468083
-7255.882248,8001,14858.130914
-3977.673027,8001,14901.715823
-8354.574951,8001,14955.376945
-5610.198196,8001,14996.802887
-5807.523632,8001,15037.097311
-4779.63454,8001,15071.771236
-5009.553954,8001,15113.930835
-6719.402169,8001,15154.78252
-8142.26971,8001,15194.914177
-5941.630388,8001,15234.360627
-4860.357983,8001,15273.753022
-4671.066448,8001,15312.621234
-5358.80105,8001,15354.004949
-5704.874396,8001,15394.151061
-4979.264345,8001,15434.909262
-5375.349033,8001,15476.718821
-4546.144604,8001,15511.191131
-6535.367982,8001,15551.239668
-6378.659071,8001,15593.203845
-4481.891652,8001,15633.914835
-5129.683793,8001,15673.096541
-5557.804672,8001,15714.006891
-6059.340922,8001,15753.391474
-7184.764562,8001,15794.57735
-6704.152822,8001,15834.897745
-8415.971292,8001,15876.549144
-4171.940339,8001,15921.652091
-7911.965194,8001,15954.894523
-7857.178222,8001,15995.141834
-8080.90474,8001,16040.08413
-7635.657489,8001,16080.103168
-9327.734035,8001,16120.084589
-7479.833317,8001,16164.215647
-8510.648866,8001,16205.566437
-6308.283346,8001,16248.351053
-4987.568394,8001,16288.346437
-4842.435605,8001,16329.119176
-3633.875712,8001,16370.55935
-4214.857653,8001,16403.911179
-7600.203361,8001,16444.175881
-5297.673743,8001,16483.731544
-4988.797249,8001,16524.896909
-9928.545679,8001,16564.333982
-8823.780113,8001,16603.380748
-3268.847271,8001,16643.971417
-6602.745784,8001,16683.679413
-9059.306568,8001,16724.49021
-6334.553063,8001,16767.054908
-5015.595976,8001,16800.718867
-6726.812555,8001,16841.69274
-4999.396363,8001,16884.099337
-3656.444329,8001,16925.018733
-6885.521642,8001,16966.019168
-7285.969115,8001,17010.680622
-8438.550886,8001,17058.826596
-2962.659316,8001,17102.757012
-8708.666612,8001,17147.969951
-7030.138661,8001,17190.356766
-5897.681512,8001,17234.49976
-5989.25863,8001,17271.096315
-4329.090987,8001,17314.882252
-10176.170138,8001,17358.318696
-3122.944422,8001,17400.11858
-2370.323984,8001,17441.536532
-2405.257066,8001,17486.957005
-7780.84368,8001,17531.047764
-9412.177503,8001,17576.050705
-5826.580045,8001,17618.937441
-6670.235128,8001,17663.404437
-5402.074755,8001,17704.813568
-10298.202185,8001,17741.360931
-3871.939183,8001,17785.219865
-7096.49029,8001,17827.322832
-6878.005663,8001,17870.00123
-3854.638306,8001,17911.980908
-6315.097377,8001,17952.733713
-1883.259665,8001,17995.471875
-3128.031001,8001,18035.430356
-6441.455587,8001,18075.66655
-4644.52952,8001,18119.24946
-3545.508557,8001,18155.313791
-7321.303172,8001,18200.747129
-4747.557342,8001,18242.022417
-2865.722954,8001,18285.493252
-5239.488493,8001,18329.695548
-6376.477165,8001,18373.159195
-4471.551144,8001,18415.722445
-6993.535482,8001,18457.858978
-7053.689801,8001,18500.634506
-4447.091325,8001,18541.913964
-5839.660619,8001,18584.149126
-2423.35766,8001,18620.976947
-1473.240143,8001,18664.422974
-4659.512256,8001,18709.403372
-5164.326096,8001,18753.826394
-6863.705432,8001,18797.851957
-9026.98166,8001,18844.924822
-5038.039794,8001,18901.967597
-8375.839612,8001,18960.120441
-4675.648971,8001,19019.659681
-6865.6583,8001,19079.989312
-2147.966404,8001,19138.330021
-4353.138504,8001,19186.705645
-6975.071912,8001,19247.945731
-6695.238148,8001,19303.52937
-5869.574489,8001,19361.632504
-5750.441618,8001,19421.802143
-4905.725995,8001,19476.297476
-4609.486722,8001,19515.739571
-2393.31169,8001,19560.551069
-6835.975253,8001,19602.897519
-4794.130639,8001,19646.68782
-7418.239305,8001,19697.145889
-7287.925649,8001,19751.826622
-7622.07457,8001,19806.907538
-3719.465259,8001,19853.799168
-3640.413289,8001,19896.824407
-4487.081406,8001,19938.30483
-2842.616366,8001,19977.052502
-4652.108431,8001,20019.075652
-9079.165152,8001,20058.076679
-8697.673546,8001,20099.517795
-8800.205041,8001,20141.311763
-3376.907032,8001,20172.646446
-9088.365657,8001,20212.188093
-7240.792903,8001,20250.409321
-8184.921025,8001,20288.955463
-4740.79901,8001,20327.534313
-1449.319144,8001,20367.72137
-4715.041125,8001,20407.706386
-3138.374885,8001,20450.447626
-9350.826017,8001,20491.213304
-5867.120771,8001,20529.168117
-6821.114087,8001,20567.855865
-5654.110548,8001,20599.301854
-3974.92098,8001,20638.874466
-5129.600787,8001,20678.143823
-6452.046722,8001,20717.3803
-5049.587428,8001,20757.547112
-4739.154415,8001,20795.777882
-2485.816575,8001,20834.786938
-6188.360839,8001,20874.805969
-3880.398074,8001,20913.576917
-7921.959912,8001,20954.359261
-3981.437802,8001,20995.608209
-4185.850935,8001,21034.130102
-4446.556852,8001,21109.096195
-5483.129266,8001,21167.516557
-6450.107906,8001,21216.218754
-2673.297519,8001,21256.074256
-2945.943418,8001,21295.939712
-3651.858967,8001,21336.230532
-4991.121679,8001,21376.405832
-2926.648077,8001,21418.553617
-7037.707994,8001,21459.199415
-7531.911589,8001,21490.917255
-4884.887654,8001,21530.445706
-6924.160304,8001,21575.171431
-9530.717813,8001,21615.417319
-3231.161289,8001,21658.901299
-7706.591562,8001,21703.524909
-7516.106952,8001,21746.756006
-6509.433243,8001,21787.065351
-6396.378222,8001,21828.180708
-3946.468895,8001,21867.640872
-9936.208981,8001,21906.786648
-4705.989716,8001,21938.899961
-4822.829156,8001,21978.600224
-1539.712088,8001,22018.045259
-9197.602415,8001,22056.444453
-4014.080895,8001,22094.668568
-5142.31309,8001,22133.5777
-7381.32244,8001,22171.770222
-5510.576174,8001,22209.8794
-8835.060183,8001,22248.189882
-6743.182156,8001,22288.317069
-4811.665616,8001,22326.743038
-5673.400947,8001,22360.34191
-3982.20073,8001,22399.069369
-7143.966527,8001,22438.859209
-5547.457094,8001,22476.922208
-4353.877126,8001,22515.171959
-6522.203877,8001,22555.874961
-7854.457616,8001,22593.462824
-5554.971487,8001,22631.815031
-5585.404533,8001,22670.054283
-7397.112721,8001,22709.917491
-6363.876029,8001,22748.279941
-3474.655531,8001,22779.977919
-7724.238735,8001,22818.710576
-6949.68598,8001,22858.624532
-5641.889221,8001,22897.37609
-3230.149149,8001,22936.251326
-6420.113512,8001,22975.831973
-5133.252409,8001,23014.150779
-7846.658406,8001,23052.31007
-6464.458809,8001,23090.553571
-5757.11325,8001,23130.155331
-7574.041773,8001,23161.756919
-7627.793117,8001,23200.382394
-7983.181266,8001,23239.174111
-4672.696381,8001,23279.05349
-4310.241835,8001,23317.96653
-6992.378583,8001,23357.38218
-8035.74571,8001,23397.032151
-6130.481874,8001,23435.907509
-4524.107194,8001,23473.455337
-4304.438278,8001,23511.466353
-3171.008024,8001,23551.347708
-8650.936456,8001,23584.330567
-6516.581557,8001,23623.927595
-4631.69208,8001,23663.221038
-7494.029284,8001,23704.144814
-3332.357518,8001,23745.384168
-3702.677153,8001,23786.008286
-6086.783441,8001,23826.703909
-7038.335244,8001,23872.762853
-5182.144462,8001,23913.213781
-7354.076017,8001,23951.40562
-5563.288393,8001,23990.342176
-6701.24759,8001,24023.574859
-5267.767658,8001,24063.070815
-7882.427965,8001,24102.101254
-4053.235548,8001,24140.670171
-5925.244226,8001,24180.336421
-2851.482633,8001,24219.624664
-7046.69212,8001,24258.217476
-7949.374631,8001,24298.171518
-8519.25776,8001,24336.833307
-4187.338048,8001,24376.137962
-3783.73032,8001,24414.984607
-6653.598913,8001,24451.072617
-4674.973292,8001,24491.334267
-4524.088524,8001,24531.135482
-6734.64706,8001,24573.543805
-8745.724448,8001,24616.3863
-6236.362516,8001,24657.007265
-5394.148294,8001,24696.613441
-6349.739201,8001,24737.270143
-5880.700561,8001,24778.611328
-4688.93275,8001,24818.827523
-3662.309898,8001,24851.86661
-7694.907285,8001,24890.906448
-5482.752008,8001,24931.530387
-4101.478279,8001,24970.552991
-4711.960295,8001,25013.214567
-4415.953222,8001,25055.801975
-5367.879582,8001,25095.077582
-3354.858221,8001,25133.816584
-6709.004976,8001,25174.894092
-5263.942236,8001,25214.978933
-3153.913143,8001,25255.207486
-2457.618286,8001,25290.867126
-8566.323487,8001,25332.895569
-7481.78296,8001,25374.655179
-4445.485222,8001,25417.075994
-5188.3238,8001,25458.236692
-5928.525017,8001,25496.994235
-7253.49793,8001,25538.334748
-6674.029188,8001,25583.720491
-3669.366581,8001,25625.319062
-6165.842222,8001,25664.505062
-3068.08475,8001,25704.506615
-5269.181871,8001,25736.216172
-8225.202297,8001,25777.588248
-5198.193996,8001,25815.653887
-8064.488321,8001,25871.949979
-5221.115636,8001,25933.768581
-5207.106859,8001,25984.600125
-8197.918172,8001,26022.867265
-4938.86641,8001,26061.948351
-3745.893094,8001,26102.20915
-6750.811403,8001,26154.491263
-3051.620017,8001,26223.416521
-9949.481635,8001,26284.531245
-8989.872788,8001,26329.426814
-6524.667964,8001,26376.846188
-5225.12767,8001,26418.495286
-8116.366443,8001,26457.77903
-6713.351816,8001,26497.844806
-8257.78222,8001,26538.771398
-4770.975828,8001,26577.709764
-7636.433337,8001,26616.249689
-4857.060489,8001,26656.907875
-4617.911809,8001,26690.391465
-5110.881184,8001,26730.94555
-5530.702247,8001,26770.735234
-5243.79116,8001,26809.431424
-3488.54239,8001,26849.108838
-3345.627499,8001,26887.828038
-4145.642071,8001,26932.543995
-3814.569691,8001,26974.529571
-4629.26861,8001,27015.190022
-7518.486764,8001,27054.444182
-5922.328381,8001,27093.64322
-4021.490343,8001,27126.520469
-6356.774567,8001,27168.136061
-6043.696165,8001,27206.465561
-6812.114656,8001,27245.538755
-5081.273409,8001,27285.918272
-5753.034312,8001,27325.506136
-5576.858091,8001,27364.84925
-7382.662923,8001,27405.253789
-8471.941413,8001,27452.336292
-7597.122835,8001,27506.245288
-9590.392892,8001,27560.639138
-6900.385172,8001,27602.22422
-9642.21778,8001,27652.776816
-8687.135601,8001,27702.506593
-6911.950243,8001,27751.239826
-7737.463882,8001,27803.76106
-4821.561788,8001,27853.263003
-5638.469118,8001,27902.852597
-4537.990609,8001,27954.438408
-9670.902891,8001,28006.050938
-5975.313036,8001,28055.325247
-6684.088588,8001,28096.931873
-8372.755299,8001,28146.644214
-8754.14574,8001,28196.59608
-3454.932785,8001,28247.595216
-7164.14597,8001,28296.118991
-4845.972332,8001,28349.489147
-8397.537722,8001,28400.369342
-4352.001108,8001,28451.844347
-7575.050356,8001,28500.577048
-8678.800434,8001,28550.369138
-4823.04961,8001,28599.476842
-2895.406602,8001,28640.799403
-6302.401587,8001,28688.650268
-5600.889365,8001,28737.787281
-3728.591682,8001,28790.005922
-3797.622585,8001,28840.507348
-5024.018056,8001,28891.471984
-4544.374695,8001,28932.369467
-2649.485491,8001,28977.06004
-9124.966211,8001,29040.184271
-3987.173926,8001,29096.859352
-8665.07813,8001,29143.035855
-4871.584935,8001,29178.155282
-3856.371618,8001,29220.664495
-4783.091436,8001,29268.722214
-7570.584811,8001,29312.63646
-6589.107187,8001,29355.530961
-4338.348341,8001,29397.559256
-5529.63089,8001,29439.247136
-5596.055215,8001,29483.527444
-4044.831867,8001,29525.281893
-8350.904241,8001,29570.614546
-6322.333617,8001,29606.312957
-6576.892401,8001,29648.606204
-10419.901533,8001,29693.500659
-7151.616246,8001,29736.187001
-8486.91436,8001,29779.478338
-7828.739799,8001,29821.34041
-3666.480325,8001,29864.458306
-5714.859575,8001,29908.077371
-5732.705155,8001,29950.217017
-8966.180971,8001,29994.056602
-6181.179184,8001,30036.925564
-6552.651808,8001,30073.33796
-3573.237799,8001,30118.731416
-4873.169107,8001,30160.497714
-8683.683242,8001,30204.558963
-7274.685137,8001,30247.511323
-6572.080254,8001,30293.913303
-4708.353277,8001,30335.937297
-5480.614027,8001,30381.79793
-3704.775336,8001,30424.311953
-5548.298066,8001,30465.596268
-5906.192483,8001,30510.415255
-6856.248263,8001,30546.390409
-3641.489808,8001,30591.014377
-6738.866055,8001,30634.543175
-7034.489661,8001,30677.071604
-3521.703299,8001,30721.080971
-5117.048878,8001,30767.134287
-7439.026291,8001,30812.796028
-5393.890189,8001,30857.055139
-6105.942777,8001,30902.683667
-8675.834235,8001,30948.225194
-5708.49473,8001,30992.279019
-3872.23937,8001,31028.690074
-5997.224402,8001,31071.135981
-4652.163904,8001,31113.477272
-4701.365355,8001,31157.624343
-2855.032792,8001,31200.975744
-4651.55889,8001,31242.935141
-6053.700197,8001,31285.52308
-4985.826062,8001,31325.832597
-4989.803686,8001,31375.12824
-5016.292352,8001,31418.529155
-6888.895893,8001,31455.327911
-4151.48287,8001,31499.025986
-7146.34872,8001,31541.590527
-5684.835565,8001,31586.672457
-4302.839442,8001,31633.356447
-6637.490202,8001,31680.887351
-5985.635192,8001,31729.063263
-3851.831659,8001,31773.749325
-5331.341304,8001,31818.223554
-5640.269264,8001,31860.497784
-6204.683858,8001,31903.48571
-7889.796261,8001,31940.931152
-10006.996344,8001,31984.158847
